vesselId,letterPart_호제외,number_호있는것,number_호없는것,koreanNameCandidates
1160bca05-5208-8e84-0a3e-dc1f85553e84,CHEON BOK,,889,천복
1170e288a-aa35-55c2-a17d-3efdafda1589,SAM SEONG,,5,삼성
11717d3d9-9537-4adc-8963-df53d45da570,SEONG JIN,,,성진
1178b98ec-cd75-0a84-98e6-8f58abe0f8fb,DAE SUN,,,대선 | 대순
117e69a18-8871-c2ff-27f8-18cc9ea2671e,DAEPUNG,1호,,대풍
1183e2961-1812-9950-b838-1cf818efe10f,YOUNGSIN,,621,영신 | 용신
118436e27-75b7-d054-6f79-59d866544fad,WOOK SUNG HO@,,,욱성 | 욱승 | 욱숭
118ab589b-b6c0-9f38-f15f-4c2704a84d0b,EOSEONG,,,어성
118e9ed4b-b466-7ae5-f9dd-ef8c08a3ae13,YOU AN,216호,,유안
11cefd427-764d-a2c2-dcc1-90096f119c84,HAE CHOEN,,,해천
11e2ac2c0-0eca-09d7-0b82-030e925d80e7,NO. KEOMBOCK,,26,검복
11e3942b3-3d5e-5931-1b21-07bf75065648,ARA,,2,아라
11e5a6d9d-d439-7232-c567-2461088f19bd,GEUM HWA,,11,금화
11f9a4061-15af-4d30-de55-7d44d059fae5,YUGYEONG,,909,유경
12036f658-8c7a-9b5d-1f14-d1e79a562fb0,HAN-JIN,,7,한진
121cd623d-dd8e-c13d-7984-38911d26095c,HANKOOK,,,한고옥
122b2c75d-dc93-724a-1cd2-96ef04b08e6a,HERA,,,
122b8dbff-f39d-9fb9-afac-f918d297baaf,ME GA PO IN T,,,
12301e670-04ac-e9e4-4708-02967c8df09e,CHANG SUNG,,,창성 | 창승 | 창숭
123384ec3-33ed-62b6-e71d-62272d85dbb0,HAEJIN,,,해진
123bd5e89-9445-47d8-7d6b-7cfe937bbe4e,DAE YANG,,3,대양
125806d39-9b59-a596-0d85-14ae4a2d52dc,BOO YOUNG,,,부영 | 부용 | 보영
125c5aeef-f697-0e6b-ce1a-fd484da7d363,-ORYONG,,718,오룡
1263f779d-dea7-43d7-b43f-091935e20edb,MAN SEON,,1,만선
129f22832-23d1-a1d6-f90c-fb4d8aaae975,KCG P-,,03,
12d3278ed-de98-73df-61d7-4713d6e14bd4,CHEONG HAE,,201,청해
12db356c4-4edc-5dcb-9f18-bb57684943bc,HUNTER,,,
12e738de3-3d84-428d-5961-a4d9241167c1,PEUREUN,,,푸른
12ec0b417-7b7f-f4ee-1e9a-839c29e84875,KANGNAM,,,강남
12f1fb16a-a7ba-5858-4949-bb255f38a634,MERSEDES,,,
131d42563-32ed-791e-6b2e-e6504ad3cde1,YUN SEONG,,,윤성
1326d5c14-46e6-ebd5-e95a-72f61f5430ba,NO. TAESUNG STAR,,1,
13372e73f-fc8c-dc19-872a-a76c1af838cf,DAE KEUM,,,대금
133aad54c-ca37-4971-9a2e-d255619108a4,SEONG GWANG,,506,성광
13420bcd6-65dc-b746-a38c-3939932b9ca3,FISHING PARADISE,,,
13646e55b-b689-6983-1ad0-6872b9ad1ac6,CHEONGUN,,,청운 | 청은 | 천군
136a347c1-1aca-ebc9-0162-7f991a86f8c0,SAM DUCK,,,삼덕
136db9e31-14d2-f81d-0427-febc2f418e13,POONG YANG,,,풍양 | 풍향
13744f028-83a3-cc2a-0a92-cb53aa4939f4,YOO-MYUNG,,,유명
137aab40d-d6a9-959e-b989-daa2eb3099b4,YEONG KWANG,,,영광
137edfe4d-d184-fef0-32a6-b8eca68b3e68,SOON HEUNG,,,순흥 | 소온흥
1380f9596-608c-1faf-5415-ed5df0c9572f,YUSEONG,,,유성
1383c19e2-27d1-6271-1b38-51cec9d2910a,SEUNG IL,,902,승일 | 세웅일
1385e55bd-dcb0-86e3-c618-4502afbaa850,BUGANG,,8,부강
13909a429-92d8-7098-77bb-21960bc39dae,MYEONGSEONG,,209,명성
13b48fd54-4ddc-8683-2fa7-6b789baaa7f9,CHEONG SAN,,,청산
13b635e00-0e9c-9b73-069e-a816d635d8b3,HAE SEONG,88호,,해성
13c1370d1-123a-e075-abd3-0b16db60bc66,TAE YEONG,,,태영
13c85be77-7f92-9c20-8462-f9f12b13d27c,BAEG MA,2호,,백마
13dfe8123-387b-c937-aa27-d6cc27f782ac,DAEJIN,5호,,대진
13e7ec0e9-9301-2c14-92e6-fef7d06ddbc4,DAE YANG,,,대양
13e982c17-76aa-5c04-ba6f-2d4efd89ba95,SAM SEONG,,,삼성
13ec19d85-575a-a71b-676a-ae0b46e2581c,CHANGWON,,202,창원
13fbf20bd-d988-86dd-9579-275354d64ec3,NEW SIN JUNG,,,
14252ec38-8adc-3a97-7942-282f93913887,JEON TU,,,전두 | 전투
14364bfe0-0f03-a930-25cb-dfeba734f583,JINSEONG,,202,진성
1442c773d-dce3-ebc2-b45f-828708757462,JE GA DUK,11호,,제가덕
1446db5dc-c2ef-9f49-a16d-ab2ce888e252,YOUNG SAENG,,,영생 | 용생
14611b6a4-437c-81ba-21c2-346a28903198,DEOK JIN,73호,,덕진
1476b1b34-4b49-743a-dfc9-2c0b439e94a9,SUNG BOK,,,성복 | 승복 | 숭복
148623c2e-e6ce-5d62-985d-60670b0d4378,NYU GEURIN,3호,,뉴그린
14a124e52-227a-07fc-68ba-cc7b4bd2b4dc,NO. DONG,66호,,동
14abfb4f5-5fda-4fc0-6d08-5b72a6515512,JIN KYUNG,,,진경
14b279653-3bd5-1a1b-eed4-666b53a79799,SUNYENG,,868,선영
14c70f89a-a152-e2d2-6b83-4dc8b9864eda,MAN BOK HO@,,,만복
14d0ddc34-45a9-10ac-a458-aa24eb64449b,CHEONG HAE,,,청해
14d298fde-ed5c-616a-c6de-04ec74696eec,BADAHARI,,,바다하리
14f60cec1-1451-8f5c-7c35-17d4d40786ac,YEONG GWANG,,,영광
150ee0e02-212e-68ff-e25d-07c0d1ee8dce,SUNG UNG,102호,,성웅 | 승웅 | 숭웅
15219cda2-2ff1-f77f-de56-577cf7c66b8e,ILUK,,,일욱
1526816bd-d666-6d3a-5d0c-e50df37bba53,BADASORI,,,바다소리
152c6b9fe-efc8-7848-4e3a-e19cca390cf6,EO SUNG,801호,,어성 | 어승 | 어숭
153ec0e85-508e-9300-60fb-7240685b3d4f,JI DO@,,,지도
154b0cbec-cef3-c18e-0e97-fe62ee1d6c58,-HWACHANG,,27,화창
1555f641d-d213-a36b-3953-d5b5f45cfb4a,FIL SEUNG,,,
155819763-39a4-54cc-adf1-ff42e52245dd,JEYOUNGGWANG,101호,,제영광 | 제용광
15582876f-f005-3e40-33d0-0328c315fbc6,GWANGYANG,,99,광양
156e81a22-2448-6381-3c20-fdcf0d86cc6d,HA NEUL,2호,,하늘
1588b89c5-5212-f25d-a079-e41357fbc05c,CHEONG HYE,,,청혜
158b7f287-7e73-c654-29c1-610e860308fc,MYEONG JEONG,,,명정
158fa2968-8548-ff41-1b6f-353fd625fc56,NEW STAR,,,
15a1db288-83ca-bddf-625c-d344a2613226,NARA,,7,나라
15c70cd82-2e18-e402-c652-83650b36d73c,HONGWON,,99,홍원
15d7b7898-8f06-c719-37eb-8719a674ef0d,GANG SEONG,,508,강성
15dc71b6e-ef0e-b2f6-97a6-5b5248443463,CHEONG SIN,,,청신
15df31736-6396-8ac0-d170-bd637deba347,YONGSIN,,,용신
15e599172-2127-3262-b0ea-04522ef05fbb,DAE YANG,22호,,대양
15eaa1007-784b-fe9a-7849-7f6546b7b41b,BOKSEONG,,,복성
15edd033a-a0c1-ab1a-b719-568e6baf7928,MIN YANG,,,민양 | 민향
15f68ce5b-b7ba-5763-41ac-4b4ba7b8cacf,MORNING CAMILLA,,,
15fffc9c4-4cfc-20f2-d06c-85ddc3dcf692,AN YANG,101호,,안양 | 안향
160887177-75af-e688-e356-786f46fed3b1,U MYEONG,600호,,우명
16280e913-3b97-6bc2-b337-6cce877d1696,HEUG DWAE JI,,,흑돼지
16481e523-3bda-ea26-1a24-b0410c624db7,GALRILRI,,,갈릴리
1651920ee-ef2d-4f47-618f-bf52c9c0d0b4,MEIJEO,,,메이저
1669798ed-de99-433d-ebe1-d23a41ff92b3,SIN HEUNG,1호,,신흥
166d1de5a-a380-3d47-36b2-7e6b61248cb3,OSUNG,,207,오성 | 오승 | 오숭
1672d6614-4bb6-abd3-fdae-0c38974ea812,GWANG SAN,2호,,광산
168e3625c-c7d1-7fce-ad61-4356b9a90657,IL KWANG,,1,일광
1693b00e3-3ec5-766f-f80f-341841dd1dc9,K EUM SEONG H,,0,
169756d98-888e-c078-2f61-aa629ebc5947,GO RYEO,2호,,고려
16a378cb9-9ee2-6bcf-7e8c-0266eaa92d70,NADRI,,,나들이
16ba6132c-c1f2-819a-27aa-b860bac43230,DAESEUNG,,,대승 | 대세웅
16bd1418e-e5c6-aace-9688-8ec2be311f9d,YI RU,,925,이루
16ce2a443-34f9-8aed-35cb-f62c08e4d1bd,YOUNG JIN,,,영진 | 용진
16eff9799-9e83-2c67-26db-bab4d4c2281b,YONG,888호,,용 | 영
16f8381e3-385c-7db3-09ef-73bc7a55a584,NO. YEONGHWA,,303,영화
16fc12bdb-ba1f-b4c9-0e91-6740b3fb42a0,SIN HEUNG,,,신흥
1706aa2b8-8f26-fe06-8b80-f04d03620dc1,DONGHAE,,,동해
170e94b4f-f9e2-d1f3-c27e-6b18eac208b9,KEYNG KUM,,,경금
17157da09-9bd7-557b-c43c-0c29c228af73,HAESANG,,9,해상
171e2eda6-6cc8-45b7-913e-a44ef86d7ec9,YONGJUN,,,용준
1729da887-7595-a3e0-4b90-40caf3eb54d5,NO. BU CHANG,,107,부창
172f0e46b-bd12-8dc9-5966-6779587048a5,HYE SEUNG,,,혜승 | 혜세웅
173ec87ff-fbda-d16c-14b7-355940b5ea01,YOUNGJIN NO.,,5,영진
176af8750-0645-cc81-06ca-a91a511a94c4,CHEL SEA,,,
177204869-96c6-2cdb-a1ff-2f3c070baacd,JANGWON,1호,,장원
1776984c3-3454-a873-4f14-b32844f70cb1,HAI KWANG,,,
1783687e9-94a2-1714-43df-a9d8378f7cc7,HANA,,,하나
1793c008c-c148-0425-ad1c-ae81eb8000cf,UNHWA,359호,,운화 | 은화
17a213a8f-f07a-ae10-2090-d808f30b06d2,SAM YOUNG,5호,,삼영 | 삼용
17c814a69-955c-2ed4-ee52-59d0468816da,DAEBAKFISHING,,,
17cf5ce6b-bd51-d15c-c697-7eed1f206083,HAENURI,,,해누리
17d0a72fc-c392-a1a4-3018-f02f4fcce22c,HAE JIN,,207,해진
17d0dc1a5-51b4-1cfd-2347-18b1bc645c8a,KEUM KANG,,,금강
17f460cd4-43c3-ecee-b3cc-fd4ee27de3e9,YU SIN,,2022,유신
18128a89e-eadf-5c4c-13a9-bdfccf8ee737,NARSHA,,,나르샤
182b16045-531a-a2a4-0161-ef0e2d9c3e22,EO MIN,,,어민
185bcac10-0b4e-e9ab-9698-9d31ec3f178e,MYEONG JIN,,,명진
185ff3730-0747-7701-7fe3-c70e7763bae2,SEJIN,27호,,세진
186104222-295c-dade-26c9-bc55866d40ec,JANG WONE,,,장원에
1877dca03-37ce-6184-7eff-c0629af83e86,OHYONG,,,오용
1880b58de-e52e-5e99-c476-457882452b5b,DONGBO,,,동보
188c37a97-78af-ee4a-a051-75c26c5bc968,DONGMYEONG,,,동명
1896a488f-fa8c-c929-eb76-912e74d3d701,YOUNG CHANG,,,영창 | 용창
18a474154-49dd-f84e-e986-634e97f46696,CHANG SEONG,,,창성
18a7ddfb1-1140-da9a-574d-27cbef260614,HAENG BOK,,,행복
18b84cb43-3fd4-4f75-9d7f-befff89c7c14,MIN SUNG,,,민성 | 민승 | 민숭
18b901b85-5479-ebac-366f-c0409a0c054f,MINSEONG,,,민성
18c58f825-5396-622e-4c31-6f9ce3801757,MAN GU,,17,만구
18caa6361-112a-0e30-84d7-ed8e02baa04b,HAE HWANG,,221,해황
190786673-3654-8e6e-d2dd-1a2f5d4d65c4,KYEONGSHIN,,2025,경신
190bd3c15-5ab0-229e-7931-a3c60bdd0568,BEOMJIN,,103,범진
190c31fcf-fa88-acdf-faa1-6cb65d17a54e,DOOLY,,,둘리
191a4e528-8dca-c279-fdfa-373cb90ebf46,NODAESUNG,,306,노대성 | 노대승 | 노대숭
191bbdb4a-af5c-c402-79cc-d26475d0559a,HI ONE,,,
194d60dfd-dc31-92c6-96a4-dea66de93bdb,NO ORYONG,,735,오룡
195e2e3ca-afe4-d2c6-e269-ad37c467928c,DAE YOUNG,,,대영 | 대용
1969a74aa-ae3f-790c-ca06-a717844e0533,HWA CHANG,,132,화창
196c10a05-5b56-8b9d-6ef8-006ac8337d2a,WON KWANG,,,원광
196df44e6-6441-3dd3-4b7b-41dfc2ceb6a5,HWAN HUI,,,환희
19729fbcd-d48b-b1bc-6ae8-92c1d932eabd,WONKWANG,2호,,원광
19b32ddef-f8df-ffc0-bcac-ec038b959c0d,HAEKWANG,,,해광
19c8e5035-5e6b-a57e-2453-476116a297ef,TAEPYUNG,,868,태평
19d2e9628-85aa-b0a5-0d0e-90c529bf72ce,JANG SEONG,,,장성
19d74862f-f593-5c70-a201-a9dccf5198d6,DAE YANG,7호,,대양
19dbcc049-9b92-0a3a-2f83-23c58796053d,BAEK HO@,,,백
19e277f2a-a8f0-a44e-429f-01edb878ef29,MI RAE SA,,,미래사 | 미레사
19f08c5c5-561d-50c5-2aab-82877a345b90,JEHEEYONG,123호,,제희용
1a7aae87e-e0b4-546c-8b48-39b25ebd87b7,SUNG HAE,909호,,성해 | 승해 | 숭해
1a8e706dd-d8d5-df61-2eb0-9a8d233ed4ca,ILSEUNG,308호,,일세웅
1a97167e7-7bfd-e4b4-736d-60207df06bf3,HALRI@,,,
1ab5d2244-47f8-18b2-4db1-2a9a69f6fb02,RA PA YEL,,,라파열
1add7cc7c-c359-8c66-0180-6e6da9f6a4e1,KUMTTAENGI,,,금땡이
1b057c6c4-40e9-8265-a437-0b08e0dd7bb8,BOK YOUNG,,,복영 | 복용
1b075b625-5e48-191a-38df-ade82c97b391,SILVEOSTA,,,
1b2651333-3d90-c67f-8a98-29b8cb880951,KWANG SUNG,,,광성 | 광승 | 광숭
1b2b828e0-0865-7693-269d-1ce9699cf642,CHAN SUNG HO@@@@@@BX,,,찬성
1b2bbc790-0713-7be5-1aa0-f6121148db7d,DAX_,,,
1b2e3d280-02ab-f708-c611-97eff268e705,GEUMSEONG,,1,금성
1b43a7130-0c66-77ae-0e4e-142ed5c4b662,E BA DA,,,이바다 | 이바대 | 에바다
1b4d924e8-8a1a-3f91-4676-e13e8841846e,BU GANG,,,부강
1b6f29b4f-f835-07cc-9459-4b2e1300553f,SHIN SEONG,,,신성
1b9201203-3576-dddb-cc2f-44af73791c09,GWANG BOK,3호,,광복
1b96acbd7-79b8-4e39-025c-6f25416808ef,DEOKJIN,608호,,덕진
1bbb14025-5402-d109-29a7-2b74cf25eb1d,ARENA,,,
1bda5e140-08ed-a23e-f040-fb8cdf7591c0,INSUN,,,인선
1bdca4ea1-169c-10a8-ab98-68818662e876,DAESUNG,,,대성 | 대승 | 대숭
1be3bb46a-ab3a-a560-f142-4ed5afc2c89b,NAMJUNG,,101,남중 | 남정
1be7664ca-a4f1-77cc-725d-6ca137e693be,DAE SUNG,,,대성 | 대승 | 대숭
1befd0263-3e01-5167-49cf-f49211f72cd1,DONGYEONG,,117,동영
1c107da43-3946-30db-8b50-44efaad91088,CHUNSIN,,,춘신 | 천신
1c128f15c-cdde-908a-eb41-1b23c3892ffb,NO SAMSUNG,,2,삼성 | 삼승 | 삼숭
1c30cea76-6f9e-88de-86c4-f3e0bede0a80,NICE,,,
1c38d8eb1-1bd2-faff-238f-48c0da5dffe8,CHEON SA,2호,,천사
1c402b95b-b969-b8f5-2507-7167ae502a85,GUM GANG,1호,,금강
1c412bd62-283c-ed7c-1226-e0e6c6caa285,NEW HAERIM,,,
1c4df429b-b788-7f24-0181-57fa86142c00,PUNG JUNG,886호,,풍정 | 풍중
1c5482cc8-8efa-8a8a-640e-1b8359dd4101,NAMYANG,,101,남양
1c8b80a92-2c3e-4131-fc2c-ca1901137b92,GYEONG HAE,,103,경해
1ca7d5873-31b3-26a6-7cbb-1def79c9fe0e,NO. KYUNG YANG,,6,경양 | 경향
1cac75d59-9f61-dbc7-565e-5cb5027f3d24,ONNURI,,,온누리
1cc0a3709-98e1-3b86-73ff-fbb8cbd40e02,GYOUNG MIN,,153,경민
1cc6b0ebb-b033-ca58-32bb-19dd9bb09294,JAEGYEONG,,,재경
1ccdd17cc-ce7d-945b-8386-8ec257043cb8,BUM JU,,,범주
1ccef1302-2ca0-300e-4738-dfa99d7e12ec,BLUEBIRD,,,
1cecad545-5b13-6beb-52d7-53ac4c79a4e3,JEONGSUN,,73,정순 | 정선
1cf01945d-d0ed-9e09-dd3e-f6a7b7f904c2,PRINCESS CRYSTAL,,,
1cf044d66-6432-50dd-c642-0655ce625175,GANGDONG,,,강동
1d0a0fa79-919f-a525-3c16-a09dab4eedb1,POONG EO,,,풍어
1d1e5b667-75e6-2bf8-f2f2-d1e61215b31c,TONG YEONG,11호,,통영
1d238890d-ddd2-8518-f8f3-4b5ec7c18888,P,,62,
1d27cf475-5f19-a0d4-fc52-48761abf6c35,CHUNG@YANG@,,,충양 | 충향 | 청양
1d357e821-19af-611c-5a24-e9805fb1b688,HAESIN,,,해신
1d370185f-f109-9aba-c6c0-35d60996add6,DAESIN,,2024,대신
1d4377eab-b260-78ba-9256-57abd5c330a9,JOYANG,22호,,조양
1d5655aed-dfab-ac39-228e-fa9c3ef6fc3e,CHANG DEOK,,,창덕
1d56b5d78-889e-8494-1cfd-7c783459b77d,JANG MYUNG,,,장명
1d59a0026-6296-3c35-21cd-86198e676583,DAE GWANG,99호,,대광
1d6565b41-1cca-0c56-0916-6687a2cd7b7a,MYEONG CHEON,,311,명천
1d67871f2-2ead-aa1b-6725-57ff217b251f,ANSUNG,2020호,,안성 | 안승 | 안숭
1d67f3297-7d2f-add4-cb6a-d8984a5ddb13,KYEONGSEONG,,,경성
1d6f37cc7-7eea-ab12-3f36-c04f42d0872a,NEW HAN RYEO FISHING,,,
1d83c2177-78a7-cf3d-1030-3167bc2fad0a,JIN MYEONG,,2,진명
1d88b16cf-f359-ae97-e578-3402595faa67,CHEONG HAE,,,청해
1d9713160-0417-154d-052d-50dc52b270fc,O GONG,,,오공
1daba9b0d-d53c-f71c-ced2-59322350efeb,SMOKI,,,
1db1dd326-6ca5-5a59-e364-5882df917841,EO JIN,,107,어진
1db61fbeb-b71e-b6c2-1747-9fc940c3a5d8,CHUN SA,18호,,천사 | 춘사
1dbc6976e-ed33-5c14-cd36-f4ceb9d20e25,ANHEUNG SEONGNAM,,,안흥성남
1dc1505dc-c378-7e38-51b2-e2d8ec8c6720,AHRAFISHING,,,
1dc9fc379-98ce-a548-3268-446908470287,JECHANGWON,2호,,제창원
1dcb1178a-afab-aa0e-b052-8091562ee151,NURI,,,누리
1dd814197-7e38-ad3f-51e6-42bc6fb2f227,HEEMANG,,,희망
1df1600d2-2e8d-eb42-044a-8e47f75e7068,NEW MANJUNG,,,
1dfead3da-a8fd-3123-55f8-9d917bd887f8,KYUNG JIN,,,경진
1dfefa5bf-f617-460b-67ba-98b869ca3d20,SEUNG JIN,2호,,승진 | 세웅진
1e065bbb9-9fde-7011-77be-2de430af19ed,DAE GWANG,3호,,대광
1e2b6dd26-6281-a2c0-128b-b417ba404bf1,SAE CHEON NYEON,,2020,
1e3dcacaa-a9b8-fde0-8622-f11788b4d037,GEUMSU,,,금수
1e4e0bd26-6ab5-256f-2a64-274bb29dd7e3,SEONG JIN,,1,성진
1e56fc380-03aa-3d0e-8768-6b9e028d30c9,TAESEONG,,,태성
1e65b7bc5-5e01-81a3-4e69-a12ff8a55b29,TAEYANG,703호,,태양
1e72824ad-d5ae-e4f5-d291-b10c578edc56,TAEYANG,809호,,태양
1e7a47fa8-8006-a15f-0ac3-a55d7781df72,POONG SEONG,,,풍성
1e80d7684-4066-750e-2ef2-ec72b0cd5683,GUMYEONG,,5,금영 | 구명
1e877a531-1016-502c-043d-f725fafcbfce,JINJUMAN,,,진주만
1e956106a-a2c4-609b-a0ed-7e309fdd8282,DAEDONG,,,대동
1e9a01686-6d2d-613f-166a-d1e782650257,DEOK JIN,17호,,덕진
1eace8f1a-a219-97d0-62d5-3aae66c4d042,CHEONG YONG,,,청용 | 청영
1ec8e00a7-72f0-422a-c6d6-c32c5bbaa0ad,SUJUNG,,,수중 | 수정
1ecdf1b28-80b1-738d-daee-9badb2fbc797,DONG WON,,2021,동원
1ed50ec03-3daa-aa4d-d6bf-3a32d53b1faa,YEJIQUEEN,,,
1ee063ea1-1e88-5b57-9262-5a068477eca0,CHEONG SIN,,,청신
1f24a4067-73c4-f585-8ed8-d5c4a5a5afbc,A@@@DBQ@^@VQ:[??,,,
1f2ba1743-3158-183c-4e41-f84d06c9538e,SU GWANG,,103,수광
1f2cb73fa-afd1-c79d-1663-0489dc7cdbec,OH SYEON,,,
1f4573e2d-dea9-222c-ff68-c6fdf5434758,NEW ART HO@,,,
1f4898a7e-e8a0-6255-2cc1-54f0b045f0b6,GOGOFISHING,,,
1f48e7e8e-ecf6-7590-9a4e-3220a78be6b3,YU LIM,,,유림 | 유임
1f4f5db53-3edb-40ce-015d-d13c982b066d,HAN SOL,,,한솔
1f543633d-dcba-df87-e96c-4647db573400,NO. GEUM HWA,,5,금화
1f55a7fc2-2861-0421-e2ff-f1493ef4218e,DOGUN,,,도군
1f58e20b7-7b4a-f73c-d501-bb0ad127614d,SUNYEONG,,868,선영
1f7135245-5195-3b65-defd-60ffc0152f5a,CHEON GEUM,,,천금
1f75e197a-a061-0deb-7b2c-51bf460aa4b9,DONG GANG,,,동강
1f7e98842-2c12-4f9c-ea3a-7414ac500e34,NICE,,,
1f8a38ff1-1220-babe-9eaf-555fee8413fc,DAON,,15,다온
1f9c4ca51-1ce0-219d-3aa7-d5156c678fd6,SEO GWI,,2,서귀
1fa5cdcec-c581-2674-9872-f76ebf5f883e,YOUNGBOK@,,,영복 | 용복
1fa743c27-7c23-7e22-41d7-3e0e7b59662a,SEONG HWA,,103,성화
1fb32efee-e9f6-0643-0ec8-200b2ea91230,TAEYANG,,,태양
1fc2c2d20-0681-7e76-a705-a86891e718ac,SUNGILHQ,,77,성일
1fd5bc037-7a8c-7469-7c3e-3a53cb50d124,YEO MYOUNG,808호,,여명
1fe6e8c3c-c9e2-10e5-7b92-edf3af239a05,HYUNG SUNG,,202,형성 | 형승 | 형숭
1ff90e29d-df7b-ac52-faba-d8f889aad2bd,YONG BYUNG HO@,,,용병
200f69990-0621-71b0-3ae4-a4ac6073c47e,HWANG KEUM,,,황금
2031cdd7a-a985-cabc-fe6a-10b703e670d5,HIL LING,,,
203979c8b-b59b-cfed-2e70-64fb4f26aa74,HWA CHANG,,37,화창
204a1cd3b-bcd6-2877-e8fe-1a90f9865206,YONG SEON,,303,용선
204f8e58b-b163-df32-e757-82c67d21afb5,GEUM HAE,,201,금해
20717409f-f086-6a73-ebef-b27a5861be38,SUSUNG,2호,,수성 | 수승 | 수숭
20782ccd7-7a45-3418-eea4-fcf737f7c4bb,DAEPO,,,대포
2078d423d-d55b-1b8a-b346-7fbcaaefec33,MAE IL,,101,
209931d6c-c36f-efaf-ace5-6a90d0d4bdc7,WOO RI,,,우리
20ad52690-0bdf-1728-3138-feb4d5494dbc,JIN MANG>;,,,진망
20af382aa-add6-0134-ff5c-d902cf145a7a,STELLA,,,
20afdb910-0581-415b-9174-13329ed22faa,YONG SEUNG,,,용승 | 영승 | 용세웅
20c497d93-3b48-ae06-c102-594865490dc3,UGA A,,,
20d946c89-9fbd-598b-b758-91f36cad954d,SEHOON,,105,세호온
20e389001-18ee-dad0-67b2-cf4cc523cd47,.NAM.CHEONG,,2020,남청
20f4893aa-a721-3f65-69ee-e874e604a6dc,HAN YEON,,,한연
21038d49c-cfbf-2076-26f7-2fd9bd931c6e,HAESIN,206호,,해신
210e1ac98-853a-3f9b-3222-4d4a828894cf,HAENG UN,,,행운 | 행은
2118e00bc-c59e-57df-0ae1-5b2812d23bf4,WOO JE,,,우제
212a8bb46-6f75-ca59-e358-5160ee5bc230,JOON SEONG,,,준성 | 조온성
212db9eb6-6a5b-abb4-6c09-f92375341fa6,KUM SUNG,,,금성 | 금승 | 금숭
2140044c4-4cd9-e525-11b3-caa20c4d8261,TEAMSQUID,,,
2146fae3b-b900-4f97-c5fe-5ed3c4793e3a,PRETTY HANA,,,
21564a911-1309-5bbd-75c2-4a9e12c0dfa2,HAE CHEON MARIN,3호,,
2192d57da-a613-1053-26d2-142ea0155b9b,HAE JEOK SEON,,,해제옥선
21a7f9f04-4abf-1e99-a105-f0222a7f89e1,DEUKSUNG,603호,,득성 | 득승 | 득숭
21bde9f02-22da-fcab-0250-63404db3b067,DONGWON,,,동원
21c86b5e8-816b-3b3c-e419-a8f552e2f98b,MO SEONG-,,,모성
21dff87b1-1c85-2b46-265c-83136ee350c5,SAM MUN,,702,삼문
21e1a298a-a6b4-5d97-2886-667ebcc65169,HYUN JIN,,807,현진
221139c95-507a-4d70-8e59-6ce064390af1,ZE WOOS,,,
22253e7eb-bfeb-7a36-d3ac-5aead173e675,NAM YANG,,203,남양
22273120c-c0e8-f7a5-8e22-97c67c5cb98e,JIN MIN,,,진민
222f28ad2-2bad-c67b-3571-327b1609b24e,GWANG MIN,,,광민
225f1d07e-e13c-9d7d-9bd4-23d9934ddb4f,NOSHINYUNG,,55,노신영 | 노신용
225f68eb7-72ad-09f5-7109-d56198d24a4f,SEO JIN,,302,서진
22624fbd8-8af3-2d5e-7b23-9dd33db54c1d,HEAL LING,,,
22697e151-1eb8-32a1-c656-f0f49eebb5b7,HAE YEONG,,,해영
2277eb672-274e-89d8-345f-4cd58aa8ef19,HAEYANG,,,해양
228b6d0bc-ccdd-76e9-adb2-0e521bc87094,KEUMYOUNG,,31,금영
229ebac1a-a205-e377-fc06-a7822d04a131,YEONG GWANG,,,영광
22b980711-18f7-69d4-8a94-ebd786aa1cf7,NO HWA HO@,,,화
22c74de56-610a-f6b7-45a2-fc4551c822c1,MANGU,,16,만구 | 망우
22d2af404-4d1c-e3f2-6b55-db86f3814d37,RISE,,2,리세
22d4c432a-a3ea-696f-6761-f5c342c21853,SAM JUNG,,,삼정 | 삼중
22fa68025-5e46-f284-b7d6-0b12ccdf8493,GANG JIN,2호,,강진
230a73d12-26c7-5b8e-bae2-a62a3e8e7c2b,YOO DAM,,287,유담
230a76785-5098-9d46-b88a-35bf4a9a01ab,MIN YEONG,,,민영
23103dc80-011c-5367-4c55-ed0ddc1addbe,ROA,,,
231800674-4925-92cd-0e6f-a1dcd1fa4f46,GEUMGWANG,,,금광
2321f61df-fe41-14dc-2de4-6b35fc1a6f52,CHANG MYEONG,3호,,창명
232f1eaa1-1e19-39f2-5287-7a9d8c7d8189,ACE,,,
233b4c174-4406-cfd4-0edd-5f38574a55f8,LOTTO,,,
233c626fd-d26c-f238-f18a-5f43fd0ace1c,NICE,,,
23406bc30-045b-6a57-eb2b-fa11755f00ac,KUMSUNG,,2003,금성 | 금승 | 금숭
2341c82ea-ab37-1099-2381-62681472eeb0,MYUNG SEONG,,,명성
234b8abf8-86a1-9e66-e0b2-16018d155065,DONG BU,,909,동부
234da6e5a-ae6d-03eb-cabf-c68858fdebf1,DAEJANG,,,대장
236f59af2-2948-41fe-f607-818eb10d76fa,POSISON,,,
23b0840bf-fd6e-d59a-bd61-2dea65beaafb,OSEONG,888호,,오성
23bd717e5-51b1-48fa-6b3e-456ac5e9f792,SY TEST,,,
23cbae15d-dbab-d845-ebe6-6b0291d3be86,SINDEOK,,33,신덕
23d53c359-9c7b-1603-88be-18e56637ab90,JO MAN,,,조만
